BARDID,VesselID,RegistrationNumber,VesselEvent1,VesselEvent2,VesselEvent3,OtherVesselEvent,VesselCause1,VesselCause2,VesselCause3,OtherVesselCause,VesselEquipmentFailure,OtherEquipmentFailure,VesselMachineryFailure,OtherMachineryFailure,OperatorGender,OperatorAge,OperatorExperience,OperatorOtherEducation,OperatorEducation,OperatorPFDWorn,OperatorUsingAlcohol,OperatorUsingDrugs,WeatherReportsConsulted,InternetTrainingOrganization,EngineCutOffSwitchUsed,OWIArrest,BAC,DocumentNumber,HistoricalCodingVesselType,VesselType,OtherVesselType,Length,EngineType,OtherEngineType,HullMaterial,OtherHullMaterial,FuelType,Propulsion,Operation,OtherOperation,Activity,OtherActivity,RentedBoat,Manufacturer,Model,HIN,EngineManufacturer,VesselName,NumberofEngines,Horsepower,BeamWidth,DepthinFeet,DepthinInches,ModelYear,NumberBoatingCitations,VesselaCompleteLoss,NumberPeopleOnboard,NumberPeopleTowed,NumberPeopleWearingLifeJackets,NumberLifeJacketsOnboard,NumberFireExtOnboard,NumberFireExtUsed,DamagetoVessel,VesselDamageDescription,DamagetoNonVesselProperty,NonVesselPropertyDamageDescription,AmountFireExtUsed,FireExtType,NumberDeaths,NumberInjured
OK-2023-0035,2,OK-6915-RB,Collision with recreational vessel,,,,Navigation rules violation,Operator inattention,Operator inexperience,,,,,,-1,31,10 to 100 hours,,No education,Y,N,N,Y,,,0,,,,Personal watercraft,,9,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,-1,YAMAHA,RA700BV,YAMA2495J697,,,1,80,3,3,2,1997,,N,1,0,,1,1,0,2000.0,FRONT PART OF VESSEL HAD IMPACT DAMAGE INCLUDING SEVERAL FIBERGLASS CRACKS IN HULL.,,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0036,1,OK2437TA,Collision with recreational vessel,,,,Operator inexperience,,,,,,,,,8,Under 10 hours,,No education,Y,N,N,Y,,,0,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,Changing speed,,Boating/relaxation,,-1,YAMAHA,VX1100C,USYAMA4069A4,YAMAHA,,1,110,3,3,9,2014,,N,2,0,,2,1,0,2000.0,Trim damage to left rear of vessel.,,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0036,2,OK8447EH,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,-1,48,101 to 500 hours,,No education,N,N,N,Y,,,0,,,,Pontoon,,25,Outboard,,Aluminum,,Gas,Propeller,Drifting,,Boating/relaxation,,0,REGENCY,250DL3,BUJ52154L122,MERCURY,,1,300,8,4,7,2022,,N,5,0,,10,1,0,2000.0,Damage to right front pontoon and trim.,,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0037,1,OK3510EH,Collision with recreational vessel,,,,Improper lookout,Navigation rules violation,Operator inexperience,,,,,,,22,No experience,,No education,N,N,N,Y,,,0,,,,Open motorboat,,18,Outboard,,Fiberglass,,Gas,Propeller,Changing speed,,Boating/relaxation,,0,PROCRAFT,185PRO18,MGL12223J001,MERCURY,,1,150,7,2,,2001,,N,2,0,,,1,0,4000.0,EXTENSIVE DAMAGES TO FIBERGLASS HULL,,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0037,2,OK0254CG,Collision with recreational vessel,Person ejected from vessel,,,Navigation rules violation,Excessive speed,,,,,,,-1,16,10 to 100 hours,,State,Y,N,N,,,,0,,,,Personal watercraft,,9,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,-1,BOMBARDIER,ER,ZZN81780J394,,,1,70,3,1,,1994,,N,1,0,,2,1,0,3000.0,DAMGE TO BOW END FIBERGLASS,,NO OTHER DAMAGES,,,0.0,1.0
OK-2023-0038,1,NONE NEW PURCHASE,Collision with recreational vessel,,,,Alcohol,Improper lookout,Navigation rules violation,,,,,,-1,19,10 to 100 hours,,State,Y,Y,N,Y,,,,,,,Pontoon,,25,Sterndrive,,Aluminum,,Gas,Propeller,Cruising,,Boating/relaxation,,-1,MONTARA,SURF BOSS,MIOA0490E323,PCM,,1,409,8,4,4,2023,,N,12,0,,,1,0,2000.0,Bow eye on center tri-toon broke and bent toward the starboard side. Three gouges on the forward por,,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0038,2,OK-8698-BJ,Vessel struck by another vessel,Person struck by vessel,,,None; not at fault,,,,,,,,-1,54,101 to 500 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,18,Outboard,,Fiberglass,,Gas,Propeller,Changing direction,,Boating/relaxation,,0,BAYLINER,CAPRI 1800 LS,BLIA02CRE394,MERCURY,,1,120,7,3,4,1994,,N,2,0,,,,0,3000.0,Top of Gunwhale on Port side  from midship to stern completely broke off. Windshield completely brok,250.0,MISCELLANEOUS BOATING ITEMS EITHER DAMAGED OR LOST UNDERWATER.,,,0.0,2.0
OK-2023-0039,1,OK0777TA,Grounding,Flooding/swamping,Capsizing,,Operator inattention,Improper lookout,Excessive speed,,,,,,-1,24,Under 10 hours,,No education,N,N,N,Y,,,0,,,,Cabin motorboat,,28,Sterndrive,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,0,WELLCRAFT,SCARAB 29,WELDHA11L001,MERCURY,,2,500,8,5,10,2001,,N,6,0,,10,1,0,10000.0,"VESSEL HAS 2 LOWER UNITS, BOTH WERE COMPLETELY TORN  FROM THE BACK OF THE BOAT.",,NO DAMAGES OTHER THAN VESSEL,,,0.0,0.0
OK-2023-0040,1,,Skier mishap,,,,Force of wake/wave,Other,,Passenger/skier behavior,,,,,-1,49,10 to 100 hours,,No education,N,N,N,Y,,,0,,,,Pontoon,,17,Inboard,,Plastic,,Gas,Water jet,Cruising,,Towed watersports,,0,SEADOO,SWITCH SPORT,,ROTAX,,1,,7,1,,2023,,N,5,2,,,1,0,,NO VESSEL DAMAGES,,NO OTHER DAMAGES,,,0.0,1.0
OK-2023-0041,1,9379BY,Collision with recreational vessel,Person struck by vessel,,,Inadequate onboard navigation lights,,,,,,,,-1,59,101 to 500 hours,,No education,N,N,N,Y,,N,0,,,,Open motorboat,,19,Sterndrive,,Fiberglass,,Gas,Propeller,Drifting,,Boating/relaxation,,0,TAHOE,Q5,BUJ40916H213,MERCRUISER,,1,220,7,2,9,2013,,Y,2,0,,,,0,20000.0,PORT SIDE AT PASSENGER CONSOLE: 30 INCH BY 11 INCH HOLE IN THE TOP OF THE HULL AND A 25 INCH BY 12 I,250.0,MISC. BOATING ITEMS,,,1.0,1.0
OK-2023-0051,2,OK 9534 EF,Flooding/swamping,Capsizing,Person ejected from vessel,,Congested waters,Force of wake/wave,,,,,,,-1,32,101 to 500 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,18,Outboard,,Aluminum,,Gas,Propeller,Trolling,,Fishing,,0,SEA ARK,UNKNOWN,SOM17600I900,GO DEVIL,,1,35,6,2,,2000,,N,4,0,,4,1,0,5000.0,DAMAGE TO AFTER MARKET DECK ON FRONT OF VESSEL.  TERMINAL DAMAGED/MISSING FLOOD LIGHTING ON ALL SIDE,2000.0,"RODS AND REELS, FISHING TACKLE, TROLLING MOTOR, TWO GPS FISH FINDERS.",,,0.0,2.0
OK-2023-0052,1,OK8995RD,Skier mishap,,,,Excessive speed,Sharp turn,,,,,,,-1,36,10 to 100 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,22,Inboard,,Fiberglass,,Gas,Propeller,Changing direction,,Towed watersports,,0,SANGER,IND400,SANLT149D222,INDMAR,,1,350,8,1,6,2022,,N,8,1,,12,1,0,0.0,NO VESSEL DAMAGE,0.0,NO DAMAGES,,,0.0,1.0
OK-2023-0053,1,SC6182AJ,Skier mishap,Person departed vessel,,,Weather,Hazardous waters,,,,,,,-1,67,101 to 500 hours,,No education,N,N,N,,,,0,,,,Pontoon,,24,Outboard,,Aluminum,,Gas,Propeller,Cruising,,Towed watersports,,0,HERITAGE,PONTOON,KQV10418D393,JOHNSON,,1,70,8,2,3,1993,,N,4,2,,6,1,0,0.0,NO VESSEL DAMAGE,,NO PROPERTY DAMAGES,,,1.0,0.0
OK-2023-0055,1,OK5942RA,Skier mishap,,,,Alcohol,Navigation rules violation,,,,,,,-1,45,101 to 500 hours,,No education,N,Y,N,Y,,,-1,,,,Open motorboat,,11,Outboard,,Fiberglass,,Gas,Propeller,Changing direction,,Towed watersports,,0,SAVAGE (SSPR),GTISE24,YDV28543E111,UNKNOWN,,1,,,,,2011,,N,7,2,,8,1,0,0.0,NO VESSEL DAMAGE,,NO OTHER DAMAGES,,,0.0,1.0
OK-2023-0056,1,NONE,Capsizing,Person ejected from vessel,,,Alcohol,Improper loading,,,,,,,-1,34,10 to 100 hours,,No education,N,Y,N,Y,,,0,,,,Kayak,,,No engine,,Plastic,,No fuel,Manual,Rowing/paddling,,Boating/relaxation,,0,,,UNKWOWN,,,0,0,,,,,,N,1,0,,,,0,0.0,NO DAMAGE,,NO OTHER DAMAGES,,,1.0,0.0
OK-2023-0057,1,OK3329EJ,Falls overboard,,,,Sudden medical condition,"People on gunwale, bow, or transom",,,,,,,-1,68,10 to 100 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,21,Outboard,,Fiberglass,,Gas,Propeller,Drifting,,Fishing,,0,TRACKER,Z21 NITRO XL,BUJ91512E222,MERCURY,,1,250,7,1,4,2022,,N,2,0,,4,1,0,0.0,NO VESSEL DAMAGE,,NO OTHER PROPERTY DAMAGES,,,1.0,0.0
OK-2023-0058,1,OK0352CZ,Collision with recreational vessel,,,,Improper lookout,Operator inattention,,,,,,,-1,32,101 to 500 hours,,State,N,Y,N,Y,,,0,,,,Open motorboat,,24,Sterndrive,,Fiberglass,,Gas,Propeller,Cruising,,Boating/relaxation,,-1,LARSON,248,LAR77505A505,VOLVO,,1,320,8,3,6,2005,,N,7,0,,8,1,0,5000.0,"PORTSIDE FRONT. SWEEPING DOWN THE PORT SIDE OF THE VESSEL. FIBERGLASS CAVE IN, PAINT.",,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0058,2,OK9808TA,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,-1,43,101 to 500 hours,,No education,N,N,N,Y,,,0,,,,Cabin motorboat,,41,Inboard,,Fiberglass,,Gas,Propeller,Changing speed,,Boating/relaxation,,0,SEA RAY,CABIN CRUISER,SERP6404L405,MERCRUISER,,2,740,14,8,,2005,,N,4,0,,12,2,0,5000.0,"GOUGES IN HULL, ANCHOR ASSEMBLY BROKEN, BROKEN SEARCH LIGHT ON BOW.",,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0059,1,OK-1388-JM,Person departed vessel,,,,Other,,,Passenger/skier behavior,,,,,-1,53,101 to 500 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,14,Outboard,,Aluminum,,Gas,Propeller,Rowing/paddling,,Boating/relaxation,,0,JONBOAT,V BOTTOM,LWN7438VK788,SUZUKI,,1,20,5,1,8,1988,,N,2,0,,2,,0,0.0,NO DAMAGE,,NO OTHER DAMAGES,,,1.0,0.0
OK-2023-0060,1,OK 6104 RC,Grounding,Person ejected from vessel,,,Operator inexperience,Operator inattention,,,,,,,-1,62,10 to 100 hours,,No education,Y,N,N,Y,,Y,0,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,Cruising,,Boating/relaxation,,0,YAMAHA,THE ROCKET,YAMA2227I516,YAMAHA,,1,,3,1,6,2016,,N,1,0,,1,1,0,0.0,NO VISIBLE DAMAGES,0.0,NO OTHER DAMAGES,,,0.0,1.0
OK-2023-0061,1,OK-6615-BZ,Collision with recreational vessel,,,,Improper lookout,Operator inattention,Navigation rules violation,,,,,,-1,21,10 to 100 hours,,No education,Y,N,N,Y,,,0,,,,Open motorboat,,19,Outboard,,Fiberglass,,Gas,Propeller,Cruising,,Fishing,,0,BASS,PANTERA,BASA8038H596,MERCURY,,1,150,,,,1996,,N,1,0,,4,1,0,4000.0,DAMAGE WAS TO THE FRONT HULL AREA OF THE VESSEL. FIBERGLASS DAMAGE AS WELL AS DAMAGE TO THE RUBBER P,0.0,NO OTHER DAMAGES,,,0.0,0.0
OK-2023-0061,2,OK-4723-EJ,Vessel struck by another vessel,,,,None; not at fault,,,,,,,,-1,30,10 to 100 hours,,No education,Y,N,N,Y,,,0,,,,Open motorboat,,21,Outboard,,Fiberglass,,Gas,Propeller,Drifting,,Fishing,,0,SKEETER,BASS,STE76063F223,YAMAHA,,1,250,8,2,1,2023,,N,2,0,,4,1,0,15000.0,DAMAGE TO ENTIRE FRONT BOW AREA.,3000.0,"SONAR, TROLLING MOTOR AND ASSOCIATED WIRING.",,,0.0,0.0
OK-2023-0062,1,OK-7380-DB,Skier mishap,Person struck by propeller,,,Improper lookout,Operator inattention,Operator inexperience,,,,,,-1,44,10 to 100 hours,,No education,N,N,N,Y,,,0,,,,Open motorboat,,29,Sterndrive,,Fiberglass,,Gas,Propeller,Changing direction,,Towed watersports,,0,COBALT,282,FGE28008G506,MERCRUISER,,1,300,9,2,10,2006,,N,3,2,,10,1,0,0.0,NO DAMAGES,,NO DAMAGES,,,0.0,1.0
OR-2023-0022,1,OR910AGJ,Other,Flooding/swamping,Capsizing,Contact with whale,Other,,,Natural phenomena,,,,,-1,82,Over 500 hours,,USCG Auxiliary,N,N,N,Y,,,0,,,,Cabin motorboat,,25,Outboard,,Fiberglass,,Gas,Propeller,Changing speed,,Fishing,,0,Defiance,22 Admiral,DFB22363I819,,,,,9,4,,2019,,Y,2,0,,6,3,0,65000.0,,,,,,0.0,2.0
PA-2023-0001,1,PA8545AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowboat,,10,No engine,,Aluminum,,No fuel,Manual,,,,,,,,GBM21141C585,,,0,0,,,,,,,,,,,,,,,,,,,1.0,0.0
PA-2023-0002,1,PA7648AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,12,Outboard,,Aluminum,,Gas,Propeller,,,,,,,,MA92J00768,,,1,,,,,,,,,,,,,,,,,,,,1.0,1.0
PA-2023-0003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayak,,,No engine,,Plastic,,No fuel,Manual,,,,,,,,UNKNOWN,,,0,0,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0004,1,PA3224CY,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabin motorboat,,53,Inboard,,Fiberglass,,Diesel,Propeller,,,,,,,,CDRK2116A999,,,2,960,16,5,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0005,1,PA6848CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,18,Inboard,,Fiberglass,,Gas,Propeller,,,,,,,,SERV6439F999,,,1,,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0005,2,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,Unknown,,Unknown,,Unknown,Unknown,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0006,1,PA0399EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pontoon,,20,Outboard,,Aluminum,,Gas,Propeller,,,,,,,,GDY56918H021,,,1,115,8,5,6,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0006,2,PA8900DX,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pontoon,,21,Outboard,,Aluminum,,Gas,Propeller,,,,,,,,GDY53153H920,,,1,115,8,4,6,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0007,1,PA4156EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,16,Outboard,,Aluminum,,Gas,Propeller,,,,,,,,BUJ04809E405,,,1,,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0008,1,PA3874EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YDVA3806E222,,,1,,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0008,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0009,1,DL717AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YAMA4336A515,,,1,,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0010,1,PA2841CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabin motorboat,,23,Sterndrive,,Fiberglass,,Gas,Propeller,,,,,,,,USPB50MHG899,,,1,300,8,3,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0010,2,PA8448CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,18,Inboard,,Aluminum,,Gas,Propeller,,,,,,,,SANM02010273,,,1,540,6,12,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,CA-YOV23425J223,,,1,,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0012,1,PA6990DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,21,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YAMC0487K021,,,2,240,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canoe,,12,No engine,,Fiberglass,,No fuel,Manual,,,,,,,,SAWC6469D787,,,0,0,2,1,,,,,,,,,,,,,,,,,1.0,0.0
PA-2023-0014,1,PA3472AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,12,Outboard,,Aluminum,,Gas,Propeller,,,,,,,,B429254,,,1,,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0015,1,PA5960DX,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,Yama3179A020,,,1,,,,,,,,,,,,,,,,,,,,0.0,2.0
PA-2023-0016,1,PA5173DW,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,20,Inboard,,Fiberglass,,Gas,Propeller,,,,,,,,WELR3236E585,,,1,140,,,,,,,,,,,,,,,,,,,0.0,2.0
PA-2023-0016,2,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,Unknown,,Unknown,,Unknown,Unknown,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0017,1,PA7107DX,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabin motorboat,,25,Outboard,,Fiberglass,,Gas,Propeller,,,,,,,,WELHCA96A797,,,1,225,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0018,1,PA8065BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,9,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YAMA1768H394,,,1,50,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0019,1,PA2663CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,21,Inboard,,Fiberglass,,Gas,Propeller,,,,,,,,FGBG2589B606,,,1,,,,,,,,,,,,,,,,,,,,0.0,2.0
PA-2023-0020,1,PA2023DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YAMA1354E010,,,1,110,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0020,2,PA3578DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,19,Inboard,,Fiberglass,,Gas,Propeller,,,,,,,,MBCAAB58H001,,,,310,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0021,1,PA1156ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,12,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YDV81037E121,,,1,,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0021,2,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,Unknown,,Unknown,,Unknown,Unknown,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0022,1,PA3523RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pontoon,,26,Outboard,,Aluminum,,Gas,Propeller,,,,,,,,GDY00776F920,,,1,150,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0022,2,PA3476RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,20,Sterndrive,,Aluminum,,Gas,Propeller,,,,,,,,MXPB14NME808,,,1,220,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0023,1,NJ1107HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,22,Inboard,,Fiberglass,,Gas,Propeller,,,,,,,,HH20231600000107,,,1,,,,,,,,,,,,,,,,,,,,0.0,7.0
PA-2023-0024,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayak,,10,No engine,,Plastic,,No fuel,Manual,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0025,1,PA7296BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,ZZND6212K596,,,1,,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0025,2,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,Unknown,,Unknown,,Unknown,Unknown,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0026,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,9,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YAMA1849H900,,,,155,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0027,1,PA8255DY,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,KAW59951F797,,,1,,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0028,1,PA2686EB,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,46,Inboard,,Fiberglass,,Diesel,Propeller,,,,,,,,SERF9380C888,,,2,550,15,4,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayak,,8,No engine,,Plastic,,No fuel,Manual,,,,,,,,JOK27961E818,,,0,0,,,,,,,,,,,,,,,,,,,1.0,0.0
PA-2023-0030,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowboat,,6,No engine,,Plastic,,No fuel,Manual,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,2.0,0.0
PA-2023-0031,1,PA3618DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,,Outboard,,Fiberglass,,Gas,Propeller,,,,,,,,MB2N6323G192,,,1,200,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0032,1,PA3338ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabin motorboat,,23,Sterndrive,,Fiberglass,,Gas,Propeller,,,,,,,,JTC37513K900,,,1,250,,,,,,,,,,,,,,,,,,,0.0,4.0
PA-2023-0033,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayak,,10,No engine,,Plastic,,No fuel,Manual,,,,,,,,QRQ808333G121,,,0,0,,,,,,,,,,,,,,,,,,,1.0,0.0
PA-2023-0034,1,PA7477DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,KAWA40531J708,,,1,250,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0034,2,PA4848EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,,,,1,300,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0035,1,PA3182RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YAMA2341E818,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0035,2,PA3371RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YAMA255I021,,,1,,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0036,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inflatable,,12,No engine,,Rubber/vinyl/canvas,,No fuel,Manual,,,,,,,,XEQG2001L910,,,0,0,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0037,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayak,,10,No engine,,Plastic,,No fuel,Manual,,,,,,,,CA-ZEP37742C121,,,0,0,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0038,1,NY8111FF,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,26,Outboard,,Fiberglass,,Gas,Propeller,,,,,,,,BRCB072BB696,,,1,200,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0039,1,PA6895EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YDV24969E919,,,1,230,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0039,2,PA4214EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YDV48079B919,,,1,230,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0040,1,PA9981DH,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,11,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,US-KAW31510C111,,,1,300,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0041,1,PA6865BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabin motorboat,,29,Sterndrive,,Fiberglass,,Gas,Propeller,,,,,,,,SERT3215i192,,,1,454,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0042,1,PA442DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,11,Outboard,,Aluminum,,Gas,Propeller,,,,,,,,BUJ63049E708,,,1,10,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0042,2,PA0501DH,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open motorboat,,21,Inboard,,Fiberglass,,Gas,Propeller,,,,,,,,YAMCV141C606,,,2,110,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0043,1,PA3058DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pontoon,,26,Outboard,,Aluminum,,Gas,Propeller,,,,,,,,LMLP0353D717,,,1,115,,,,,,,,,,,,,,,,,,,0.0,1.0
PA-2023-0044,1,PA1623CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,8,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,ZZN56612C303,,,1,,,,,,,,,,,,,,,,,,,,0.0,0.0
PA-2023-0044,2,PA1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal watercraft,,10,Inboard,,Fiberglass,,Gas,Water jet,,,,,,,,YDV34076E919,,,1,,,,,,,,,,,,,,,,,,,,0.0,0.0
